932,47
754,8
790,10
623,40
209,72
846,57
710,57
120,72
558,52
691,41
801,51
996,8
4,47
957,17
759,46
788,18
752,59
370,67
238,51
996,18
170,23
71,71
32,5
543,79
435,27
271,31
583,46
269,34
765,13
63,60
792,59
905,21
731,54
326,44
409,61
937,53
70,1
64,63
39,8
400,40
66,20
661,22
320,31
886,27
136,44
347,31
867,57
738,47
772,33
76,15
264,77
849,1
199,36
23,52
510,20
105,11
655,57
228,12
196,46
673,78
693,29
763,4
628,38
452,33
634,38
119,66
307,52
888,54
198,7
453,70
84,69
871,75
828,19
210,5
497,70
604,52
390,60
98,71
355,55
751,77
332,21
283,18
625,10
150,5
662,40
659,3
677,75
66,78
749,39
218,26
38,46
527,27
308,54
714,67
163,56
308,75
296,71
815,13
206,39
529,26
865,41
579,36
923,37
334,70
516,49
626,30
653,50
105,43
823,35
404,25
580,28
995,43
924,54
140,34
341,6
680,48
274,69
304,43
384,66
5,9
403,56
387,13
218,27
283,57
589,1
649,28
489,25
859,1
475,37
679,6
545,1
765,56
689,51
281,23
707,26
104,9
842,14
211,21
412,26
917,16
820,46
279,21
461,26
269,2
333,56
149,41
532,47
123,7
195,78
783,37
477,32
929,37
30,58
212,54
847,71
511,23
94,49
65,58
114,14
519,54
329,14
523,39
585,8
357,65
838,31
529,62
308,15
559,59
126,67
419,59
586,79
91,13
870,67
138,60
904,72
43,78
239,73
573,48
259,12
561,35
166,62
623,37
104,3
710,61
18,61
731,15
789,48
656,9
946,7
435,75
623,34
631,42
912,72
86,64
200,74
981,4
942,33
312,39
143,75
82,46
718,70
340,23
607,6
133,39
979,11
638,29
921,23
557,30
286,50
42,33
621,72
315,17
613,8
438,39
336,59
307,56
224,39
251,64
981,72
227,4
653,71
746,24
675,56
647,26
862,23
534,64
231,34
490,53
290,47
541,49
28,44
347,54
759,2
533,10
268,63
85,70
720,72
649,70
524,4
40,29
659,39
991,27
436,59
260,57
690,66
345,78
602,76
21,63
993,66
749,39
697,4
686,24
69,43
349,46
325,75
196,51
493,74
547,8
347,3
835,63
638,13
45,80
780,26
503,52
633,33
230,51
346,60
834,9
206,15
775,25
693,77
370,70
352,14
123,59
583,24
624,24
505,28
449,21
994,35
830,54
734,54
185,48
872,65
29,60
25,66
819,56
435,69
405,5
17,78
495,78
361,1
27,20
512,30
775,23
723,58
883,59
12,37
494,4
913,7
133,17
236,32
961,3
904,44
560,13
760,7
887,33
1,31
516,49
71,49
138,78
972,8
466,5
484,69
903,34
415,19
992,51
494,17
680,68
954,53
906,61
461,3
904,49
15,52
317,75
156,42
866,38
742,6
912,22
487,21
461,17
34,52
695,18
244,54
693,77
439,50
551,34
781,49
952,74
549,25
523,48
812,36
418,42
720,59
922,54
921,2
139,52
982,48
604,76
824,71
989,44
349,70
84,6
921,58
679,56
191,15
975,16
47,18
45,4
349,1
841,9
25,26
548,26
766,9
853,22
944,44
686,66
402,22
417,62
969,68
686,34
631,61
869,61
707,46
594,32
879,25
760,50
91,16
742,15
293,62
569,71
517,59
68,74
515,68
364,45
986,47
236,80
190,65
426,69
652,10
722,68
596,51
261,36
319,18
286,34
662,63
614,67
981,49
640,24
286,60
367,80
668,74
92,33
161,18
722,78
827,47
825,29
321,19
393,75
539,43
322,20
57,40
418,76
407,6
696,51
733,69
637,33
481,1
529,18
490,24
854,43
477,75
331,18
232,32
536,49
400,12
336,39
518,23
488,45
54,69
210,64
191,8
997,72
910,21
152,54
73,11
136,10
263,4
213,75
13,10
922,37
931,76
430,79
580,54
314,4
616,29
92,66
833,27
824,42
746,7
952,54
549,50
284,9
466,48
984,13
108,7
609,17
970,69
408,11
315,69
910,52
939,61
368,67
298,63
251,21
794,11
874,61
278,20
670,71
825,8
932,34
605,62
983,47
470,68
671,75
412,63
91,56
40,26
20,66
261,23
890,24
336,27
880,65
512,47
697,35
797,28
309,17
333,75
407,26
967,13
455,30
217,3
223,44
751,20
934,20
281,47
392,40
341,61
568,70
172,74
524,64
550,35
671,74
658,36
646,18
891,23
267,30
21,65
25,62
218,11
657,27
289,21
630,38
929,58
489,20
736,59
687,10
668,70
369,19
482,45
894,3
26,67
278,2
628,30
227,7
243,44
691,3
760,1
831,11
980,61
974,74
703,8
121,14
885,57
139,33
820,64
316,44
624,73
105,78
85,18
957,77
509,51
84,34
940,1
105,5
706,31
291,1
502,32
216,64
371,51
232,14
407,70
539,62
457,45
300,52
479,30
264,21
256,29
242,56
433,42
863,14
223,41
315,70
914,70
806,11
325,68
771,51
356,76
140,2
722,43
834,58
410,49
752,23
693,61
100,45
797,31
892,44
23,17
969,80
499,5
199,34
585,26
198,79
701,71
386,58
559,76
202,3
29,78
31,49
49,38
293,58
977,78
379,64
301,33
76,70
748,29
495,50
410,5
421,33
292,56
815,76
369,50
391,30
705,12
387,21
521,73
335,26
310,27
116,16
26,41
587,80
386,15
169,10
845,8
477,69
418,60
238,31
138,74
414,74
995,77
530,6
112,28
507,32
635,73
889,66
378,6
375,17
462,7
118,28
622,19
89,76
484,46
911,56
748,75
19,1
853,7
593,73
489,15
746,69
862,73
246,66
479,48
309,29
328,38
688,34
288,13
639,7
638,36
754,4
88,42
816,4
814,58
73,31
437,66
131,17
354,66
809,17
100,58
894,77
26,6
730,52
567,65
948,30
862,58
339,65
510,65
438,70
656,78
226,65
856,36
142,57
629,6
950,38
284,63
421,47
149,35
46,27
281,41
962,21
793,43
857,24
710,29
26,57
948,64
251,79
308,72
184,23
437,5
209,68
472,57
404,15
677,28
499,64
951,52
544,37
682,12
12,51
106,10
68,64
254,6
722,31
472,79
817,50
585,17
542,55
801,56
200,44
346,62
69,55
107,45
404,3
355,47
774,15
65,11
340,14
962,49
456,7
45,30
4,59
354,63
198,58
648,40
430,80
117,46
720,62
51,77
403,79
985,6
595,14
809,61
990,58
221,40
890,72
529,41
894,61
547,24
759,18
186,66
750,62
318,49
750,34
324,19
418,59
400,56
600,12
816,15
657,42
55,3
22,34
150,55
495,46
750,24
308,50
473,18
19,41
836,76
23,6
488,57
35,46
505,30
962,41
295,30
127,67
10,24
608,59
636,34
761,4
381,38
887,12
370,8
702,42
653,13
797,30
107,22
89,58
812,7
186,5
395,47
68,75
911,53
402,20
51,27
768,74
801,24
222,75
808,56
422,4
369,30
16,37
487,51
772,26
236,46
672,49
67,37
403,72
620,20
90,37
740,64
762,8
462,15
111,69
515,54
76,69
879,43
233,71
174,68
809,61
151,67
275,20
100,18
380,15
265,51
6,14
722,46
658,18
73,2
670,2
753,49
624,79
242,62
808,76
395,74
715,33
309,17
649,16
957,21
808,11
647,37
657,78
120,54
12,54
948,66
91,63
726,67
741,11
596,37
752,25
926,1
730,6
389,49
397,32
573,74
359,4
637,55
748,70
665,10
167,55
759,22
657,26
567,3
325,74
109,31
2,53
675,62
479,61
92,79
332,47
353,5
443,31
503,75
301,73
478,73
406,55
430,17
776,11
893,7
538,71
488,46
617,39
22,31
637,1
267,7
640,61
375,7
759,7
405,53
395,23
2,33
789,63
626,39
846,66
813,30
866,67
319,9
993,4
760,14
141,50
727,56
638,14
782,13
599,36
185,53
404,38
491,12
238,38
270,20
825,41
346,53
969,14
41,55
240,68
48,37
72,50
155,44
233,29
250,61
920,61
53,46
94,76
732,75
375,70
446,52
644,22
352,7
589,66
557,10
495,38
310,33
518,69
645,52
793,50
575,50
537,72
432,12
960,78
622,62
2,32
888,45
787,7
712,65
989,43
435,5
303,53
368,16
937,3
216,27
654,42
303,67
205,65
915,64
663,1
26,30
348,26
823,37
929,7
204,44
508,28
651,33
46,66
681,67
774,67
802,29
163,79
844,19
320,50
836,41
583,7
732,30
185,41
679,9
225,58
941,3
598,19
362,33
277,45
629,39
469,22
977,41
48,38
90,7
206,61
631,15
137,7
628,35
305,10
140,18
513,45
51,73
675,12
714,70
511,23
628,39
902,38
884,30
443,11
835,6
796,26
99,80
761,10
871,39
769,53
917,20
955,77
48,27
608,23
398,51
541,48
489,25
691,79
60,35
437,59
